"","Datetime2","V2"
"1","2013-08-31 22:00:00",0.0210000000000008
"2","2013-08-31 23:00:00",0.0219999999999985
"3","2013-09-01 00:00:00",0.0210000000000008
"4","2013-09-01 01:00:00",0.0220000000000002
"5","2013-09-01 02:00:00",0.0199999999999996
"6","2013-09-01 03:00:00",0.0220000000000002
"7","2013-09-01 04:00:00",0.0220000000000002
"8","2013-09-01 05:00:00",0.020999999999999
"9","2013-09-01 06:00:00",0.0830000000000002
"10","2013-09-01 07:00:00",0.0820000000000007
"11","2013-09-01 08:00:00",0.0830000000000002
"12","2013-09-01 09:00:00",0.0849999999999991
"13","2013-09-01 10:00:00",0.0649999999999995
"14","2013-09-01 11:00:00",0.0220000000000002
"15","2013-09-01 12:00:00",0.0500000000000007
"16","2013-09-01 13:00:00",0.0890000000000004
"17","2013-09-01 14:00:00",0.0830000000000002
"18","2013-09-01 15:00:00",0.0830000000000002
"19","2013-09-01 16:00:00",0.0849999999999991
"20","2013-09-01 17:00:00",0.0860000000000003
"21","2013-09-01 18:00:00",0.0830000000000002
"22","2013-09-01 19:00:00",0.081999999999999
"23","2013-09-01 20:00:00",0.0830000000000002
"24","2013-09-01 21:00:00",0.0549999999999997
"25","2013-09-01 22:00:00",0.0200000000000014
"26","2013-09-01 23:00:00",0.020999999999999
"27","2013-09-02 00:00:00",0.0220000000000002
"28","2013-09-02 01:00:00",0.0210000000000008
"29","2013-09-02 02:00:00",0.020999999999999
"30","2013-09-02 03:00:00",0.0210000000000008
"31","2013-09-02 04:00:00",0.0220000000000002
"32","2013-09-02 05:00:00",0.0719999999999992
"33","2013-09-02 06:00:00",0.0860000000000003
"34","2013-09-02 07:00:00",0.0849999999999991
"35","2013-09-02 08:00:00",0.0240000000000009
"36","2013-09-02 09:00:00",0.0220000000000002
"37","2013-09-02 10:00:00",0.0309999999999988
"38","2013-09-02 11:00:00",0.048
"39","2013-09-02 12:00:00",0.0210000000000008
"40","2013-09-02 13:00:00",0.0220000000000002
"41","2013-09-02 14:00:00",0.0220000000000002
"42","2013-09-02 15:00:00",0.032
"43","2013-09-02 16:00:00",0.0809999999999995
"44","2013-09-02 17:00:00",0.0259999999999998
