Datetime2,power_consumption,Prediction
2013-08-31 22:00:00,0.0210000000000008,
2013-08-31 23:00:00,0.0219999999999985,
2013-09-01 00:00:00,0.0210000000000008,
2013-09-01 01:00:00,0.0220000000000002,
2013-09-01 02:00:00,0.0199999999999996,
2013-09-01 03:00:00,0.0220000000000002,
2013-09-01 04:00:00,0.0220000000000002,
2013-09-01 05:00:00,0.020999999999999,
2013-09-01 06:00:00,0.0830000000000002,
2013-09-01 07:00:00,0.0820000000000007,
2013-09-01 08:00:00,0.0830000000000002,
2013-09-01 09:00:00,0.0849999999999991,
2013-09-01 10:00:00,0.0649999999999995,
2013-09-01 11:00:00,0.0220000000000002,
2013-09-01 12:00:00,0.0500000000000007,
2013-09-01 13:00:00,0.0890000000000004,
2013-09-01 14:00:00,0.0830000000000002,
2013-09-01 15:00:00,0.0830000000000002,
2013-09-01 16:00:00,0.0849999999999991,
2013-09-01 17:00:00,0.0860000000000003,
2013-09-01 18:00:00,0.0830000000000002,
2013-09-01 19:00:00,0.08199999999999902,
2013-09-01 20:00:00,0.0830000000000002,
2013-09-01 21:00:00,0.0549999999999997,
2013-09-01 22:00:00,0.0200000000000014,
2013-09-01 23:00:00,0.020999999999999,
2013-09-02 00:00:00,0.0220000000000002,
2013-09-02 01:00:00,0.0210000000000008,
2013-09-02 02:00:00,0.020999999999999,
2013-09-02 03:00:00,0.0210000000000008,
2013-09-02 04:00:00,0.0220000000000002,
2013-09-02 05:00:00,0.0719999999999992,
2013-09-02 06:00:00,0.0860000000000003,
2013-09-02 07:00:00,0.0849999999999991,
2013-09-02 08:00:00,0.0240000000000009,
2013-09-02 09:00:00,0.0220000000000002,
2013-09-02 10:00:00,0.0309999999999988,
2013-09-02 11:00:00,0.048,
2013-09-02 12:00:00,0.0210000000000008,
2013-09-02 13:00:00,0.0220000000000002,
2013-09-02 14:00:00,0.0220000000000002,
2013-09-02 15:00:00,0.032,
2013-09-02 16:00:00,0.0809999999999995,
2013-09-02 17:00:00,0.0259999999999998,
2013-09-02 18:00:00,0.0210000000000008,
2013-09-02 19:00:00,0.0219999999999985,
2013-09-02 20:00:00,0.0220000000000002,
2013-09-02 21:00:00,0.0220000000000002,
2013-09-02 22:00:00,0.0220000000000002,
2013-09-02 23:00:00,0.0210000000000008,
2013-09-03 00:00:00,0.020999999999999,
2013-09-03 01:00:00,0.0220000000000002,
2013-09-03 02:00:00,0.0210000000000008,
2013-09-03 03:00:00,0.0219999999999985,
2013-09-03 04:00:00,0.0210000000000008,
2013-09-03 05:00:00,0.0220000000000002,
2013-09-03 06:00:00,0.0589999999999993,
2013-09-03 07:00:00,0.0670000000000002,
2013-09-03 08:00:00,0.0300000000000011,
2013-09-03 09:00:00,0.0789999999999988,
2013-09-03 10:00:00,0.0229999999999997,
2013-09-03 11:00:00,0.0460000000000012,
2013-09-03 12:00:00,0.0839999999999996,
2013-09-03 13:00:00,0.0839999999999996,
2013-09-03 14:00:00,0.0220000000000002,
2013-09-03 15:00:00,0.0220000000000002,
2013-09-03 16:00:00,0.0220000000000002,
2013-09-03 17:00:00,0.0849999999999991,
2013-09-03 18:00:00,0.0850000000000009,
2013-09-03 19:00:00,0.0849999999999991,
2013-09-03 20:00:00,0.0849999999999991,
2013-09-03 21:00:00,0.0820000000000007,
2013-09-03 22:00:00,0.0549999999999997,
2013-09-03 23:00:00,0.0229999999999997,
2013-09-04 00:00:00,0.0210000000000008,
2013-09-04 01:00:00,0.0220000000000002,
2013-09-04 02:00:00,0.0220000000000002,
2013-09-04 03:00:00,0.0219999999999985,
2013-09-04 04:00:00,0.0280000000000005,
2013-09-04 05:00:00,0.0839999999999996,
2013-09-04 06:00:00,0.0850000000000009,
2013-09-04 07:00:00,0.0890000000000004,
2013-09-04 08:00:00,0.0899999999999999,
2013-09-04 09:00:00,0.0879999999999992,
2013-09-04 10:00:00,0.0850000000000009,
2013-09-04 11:00:00,0.0869999999999997,
2013-09-04 12:00:00,0.0239999999999991,
2013-09-04 13:00:00,0.0220000000000002,
2013-09-04 14:00:00,0.0220000000000002,
2013-09-04 15:00:00,0.0210000000000008,
2013-09-04 16:00:00,0.0239999999999991,
2013-09-04 17:00:00,0.0870000000000015,
2013-09-04 18:00:00,0.0839999999999996,
2013-09-04 19:00:00,0.0869999999999997,
2013-09-04 20:00:00,0.0829999999999984,
2013-09-04 21:00:00,0.0839999999999996,
2013-09-04 22:00:00,0.0850000000000009,
2013-09-04 23:00:00,0.0420000000000016,
2013-09-05 00:00:00,0.0219999999999985,0.044063485321162915
2013-09-05 01:00:00,0.022000000000002004,0.0454238219262665
2013-09-05 02:00:00,0.0219999999999985,0.04632061322408066
2013-09-05 03:00:00,0.0219999999999985,0.04691181589319797
2013-09-05 04:00:00,0.022000000000002004,0.04730156164209556
2013-09-05 05:00:00,0.0219999999999985,0.047558498487476425
2013-09-05 06:00:00,0.0850000000000009,0.04772788209897443
2013-09-05 07:00:00,0.00600000000000023,0.04783954692385223
